"","TransactionNumber","UserID","Age","Gender","Occupation","EducationLevel","MaritalStatus","NumDependents","Income","Expenditure","GiftsTransaction","TransactionDate","TransactionTime","TransactionAmount","MerchantID","TransactionType","TransactionLocation","DeviceType","Latitude","Longitude","EmailDomain","Terrorism","UserTenure","IsFraud"
"8492",8438,44,39,"Female","Student","High School","Married",4,78490.39,27629.49,"2715.47 GBP","2023-04-02","13/20/34",22.97,"M008","Purchase","Drw","Mobile",-20.917574,142.702789,"joshuaespinoza@gmail.com","False",113,0
"8493",9786,164,-1,"Female","Professional","High School","Married",0,79946.16,34063.17,"6306.24 GBP","2023-08-01","01:32:48",185.33,"M002","Purchase","Canberra","galaxys7",-25.042261,117.793221,"kcummings@gmail.com","True",54,1
"8494",14046,4668,18,"Female","Professional","Bachelor","Married",4,73230.56,33618.67,"1624.24 GBP","2023-12-23","10:01:42 AM",103.92,"M008","Withdrawal","Sydney","Mobile",-37.0201,144.9646,"jwhite@yahoo.com","False",106,1
"8495",1529,63,47,"Female","Unemployed","Bachelor","Married",2,69970.94,54683.15,"1569.45 GBP","2023-11-12","17:22:27",136.57,"M003","Purchase","Hobart","Mobile",-41.640079,146.315918,"susanblackburn@tempmail.com","True",106,0
"8496",16604,1044,41,"Other","Professional","High School","Single",0,64979.65,51041.124,"241.95 AUD","2023-11-30","12:33:57",170.964,"M007","Transfer","Darwin","Desktop",-31.840233,145.612793,"daniel85@gmail.com","True",61,0
"8497",923,213,-1,"Male","Unemployed","High School","Single",3,32747.99,19518.1,"1536.54 GBP","2023-11-03","06:22:19",33.53,"M001","Purchase","Darwin","Desktop",-30.000233,136.209152,"qlarsen@disposable.com","True",96,0
"8498",16136,3341,28,"Other","Retired","High School","Single",1,35032.3,27575.496,"492.88 AUD","2023-11-26","20:11:56",585.412,"M006","Withdrawal","Brisbane","Mobile",-20.917574,142.702789,"hsantana@outlook.com","False",95,1
"8499",7329,3134,32,"Male","Professional","Bachelor","Married",1,67649.25,31554.33,"18.07 GBP","2023-07-08","03:59:40",492.48,"M002","Purchase","BNE","Desktop",-31.840233,145.612793,"cody48@outlook.com","False",108,1
"8500",4364,3207,42,"Male","Professional","High School","Married",1,56576.53,22365.56,"361.54 GBP","2023-06-11","02:12:43",699.16,"M004","Withdrawal","Hobart","Mobile",-37.0201,144.9646,"cynthia27@tempmail.com","False",106,1
"8501",669,2647,35,"Male","Student","High School","Married",1,49822.23,25539.59,"£ 8293.55","2023-09-14","13:43:05",96.56,"M007","Withdrawal","Canberra","Mobile",-31.840233,145.612793,"lstout@yahoo.com","False",108,1
"8502",3604,1218,45,"Male","Professional","Master","Married",1,73404.38,49410.72,"£ 1987.4","2023-11-05","05:25:11 AM",7.63,"M001","Purchase","Melb","Mobile",-25.042261,117.793221,"william94@outlook.com","True",23,0
"8503",5108,2020,41,"Female","Professional","High School","Married",3,83177.87,27412.41,"£ 3562.87","2023-05-31","03/08/25",44.12,"M001","Transfer","Perth","Tablet",-31.840233,145.612793,"monica81@gmail.com","False",76,1
"8504",10102,495,29,"Male","Professional","PhD","Widowed",1,53320.51,18175.18,"2380.45 GBP","2023-12-08","01:19:54",269.67,"M003","Purchase","Melbourne","Desktop",-31.840233,145.612793,"nwright@yahoo.com","False",117,0
"8505",15468,1300,51,"Male","Professional","Bachelor","Married",3,50685.5,27723.092,"AU$ 3097.19","2023-12-12","11:57:44",32.068,"M004","Purchase","Hobart","Mobile",-37.0201,144.9646,"tjohnson@outlook.com","True",33,0
"8506",8766,4149,21,"Male","Professional","High School","Married",1,33520.31,26660.38,"1235.31 GBP","2023-12-19","05:05:46",161.26,"M008","Purchase","Sydney","Desktop",-37.0201,144.9646,"perkinsdean@outlook.com","False",16,1
"8507",5248,2657,33,"Male","Student","Master","Married",1,85571.39,44910.38,"436.75 GBP","2023-09-12","15:09:19",41.16,"M005","Withdrawal","Adelaide","Mobile",-20.917574,142.702789,"madison91@gmail.com","False",60,1
"8508",7183,2022,44,"Other","Student","PhD","Married",2,72248.3,57694.26,"£ 2194.68","2023-09-17","04:58:05",42.74,"M007","Payment","Sydney","galaxys7",-31.840233,145.612793,"elewis@gmail.com","False",48,1
"8509",12150,429,30,"Male","Professional","Bachelor","Married",1,64039.53,33108.13,"£ 5162.83","2023-09-22","00:57:51",260.02,"M007","Purchase","Melbourne","Desktop",-20.917574,142.702789,"doconnell@outlook.com","False",43,0
"8510",17313,3210,42,"Female","Professional","Bachelor","Married",1,47217.99,35376.584,"1841.58 AUD","2023-11-09","04:54:05",1116.2,"M005","Transfer","Brisbane","Desktop",-25.042261,117.793221,"johncarter@yahoo.com","True",70,1
"8511",14218,116,56,"Female","Professional","Bachelor","Married",2,126290.83,86402.63,"1566.57 GBP","2023-05-23","12:52:25",417.44,"M004","Withdrawal","Melbourne","Desktop",-30.000233,136.209152,"kelly07@gmail.com","True",14,0
"8512",13835,2463,33,"Male","Professional","High School","Married",4,32424.87,11412.44,"3326.57 GBP","2023-11-05","08:03:27",33.03,"M006","Withdrawal","Adelaide","Mobile",-20.917574,142.702789,"rachel69@gmail.com","True",64,1
"8513",10888,2982,27,"Male","Student","High School","Married",2,41918.64,20978.49,"£ 1864.0","2023-10-25","21:12:33",407.61,"M007","Withdrawal","Canberra","Desktop",-37.0201,144.9646,"kellycox@disposable.com","True",37,1
"8514",2591,3872,40,"Male","Professional","Bachelor","Divorced",2,136221.51,78798.54,"£ 5957.84","2023-09-28","18/30/24",255.98,"M003","Purchase","Melbourne","Desktop",-37.0201,144.9646,"john15@yahoo.com","False",116,0
"8515",5906,3813,33,"Male","Retired","Master","Single",0,107817.18,51126.82,"1340.05 GBP","2023-12-29","15:46:01",293.06,"M006","Purchase","Perth","Mobile",-31.840233,145.612793,"kwilliams@yahoo.com","True",24,0
"8516",9973,3577,-1,"Female","Professional","Bachelor","Married",0,57692.45,23578.73,"1150.58 GBP","2023-10-02","06:06:12",312.6,"M001","Payment","MLB","Desktop",-37.0201,144.9646,"colemandaniel@outlook.com","False",113,0
"8517",6509,3775,57,"Female","Retired","Master","Married",0,76437.42,50238.42,"£ 5503.05","2023-09-17","12:48:43",141.93,"M005","Purchase","Sydney","Mobile",-37.0201,144.9646,"jessicaharvey@gmail.com","False",94,0
"8518",11205,3177,44,"Male","Student","Master","Single",2,64452.42,51557.77,"4192.95 GBP","2023-09-02","06:16:39 PM",612.2,"M002","Withdrawal","Sydney","smartphone",-31.840233,145.612793,"codysmith@yahoo.com","True",85,1
"8519",7133,2431,44,"Female","Retired","High School","Married",0,71354.33,38010.74,"£ 593.71","2023-06-04","14:44:00",159.29,"M003","Payment","Adelaide","android",-19.491411,132.550964,"williamsamber@outlook.com","False",8,0
"8520",2307,2675,26,"Male","Professional","Bachelor","Married",2,91016.2,63999.49,"4887.76 GBP","2023-12-08","15/30/30",148.45,"M007","Transfer","Canberra","Mobile",-31.840233,145.612793,"zcox@yahoo.com","True",46,0
"8521",8804,2454,43,"Female","Professional","High School","Divorced",3,37524.19,15568.51,"1456.55 GBP","2023-01-30","19:47:07",147.08,"M003","Withdrawal","Melbourne","Desktop",-37.0201,144.9646,"anthonybowman@outlook.com","False",11,0
"8522",3690,1166,44,"Male","Unemployed","Bachelor","Married",1,53883.98,24801.12,"2539.43 GBP","2023-04-27","03:41:55",77.47,"M005","Transfer","Sydney","Tablet",-31.840233,145.612793,"annharris@outlook.com","False",39,1
"8523",687,3688,43,"Male","Professional","High School","Single",4,34380.9,27187.71,"£ 972.19","2023-05-10","23:59:59",157.6,"M004","Purchase","Melbourne","mob",-37.0201,144.9646,"jeremygoodman@tempmail.com","False",112,0
"8524",14203,4783,25,"Male","Professional","High School","Single",2,129077.86,42171.73,"8683.42 GBP","2023-09-26","10:10:29 AM",153.83,"M004","Purchase","Perth","Desktop",-31.840233,145.612793,"dustinpeterson@outlook.com","False",20,0
"8525",15263,2812,50,"Male","Student","Bachelor","Widowed",1,67972.16,31810.628,"AU$ 10510.26","2023-11-21","05:59:34",62.588,"M001","Purchase","Perth","Mobile",-25.042261,117.793221,"krystalsantiago@tempmail.com","False",71,1
"8526",612,3249,-1,"Male","Professional","Master","Single",4,45829.93,26261.99,"3517.9 GBP","2023-06-07","09:27:09 AM",86.2,"M002","Purchase","Hobart","smartphone",-20.917574,142.702789,"pamela74@outlook.com","False",84,0
"8527",7167,3577,-1,"Female","Professional","Bachelor","Married",0,57692.45,23578.73,"1150.58 GBP","2023-07-26","06:13:16",308.6,"M002","Payment","Perth","Tablet",-37.0201,144.9646,"colemandaniel@outlook.com","False",113,0
"8528",16231,264,30,"Female","Professional","Bachelor","Single",0,60886.95,23256.64,"2076.59 AUD","2023-10-05","23:19:45",340.292,"M008","Purchase","Perth","Desktop",-31.840233,145.612793,"yperez@outlook.com","False",17,0
"8529",3200,1417,31,"Female","Student","Bachelor","Married",0,65608.99,42439.43,"£ 1321.24","2023-10-06","09:33:32",104.27,"M001","Purchase","Perth","Mobile",-37.0201,144.9646,"gabrielfrank@gmail.com","False",92,0
"8530",10459,3555,43,"Male","Student","Bachelor","Married",1,129529.9,44838.67,"£ 12039.39","2023-11-09","12:55:17",336.69,"M004","Transfer","Hobart","Desktop",-37.0201,144.9646,"ddoyle@gmail.com","False",14,0
"8531",11168,1233,31,"Female","Unemployed","High School","Single",4,32382.22,18772.22,"1574.75 GBP","2023-05-23","11:57:42",87.49,"M004","Withdrawal","Melbourne","Mobile",-37.0201,144.9646,"woneal@yahoo.com","False",86,0
"8532",6629,3916,31,"Female","Student","High School","Single",4,40520.11,16975.1,"2114.68 GBP","2023-02-28","11:44:08",1069.42,"M004","Purchase","Brisbane","Mobile",-37.0201,144.9646,"ruiztaylor@tempmail.com","False",80,0
"8533",4135,940,45,"Female","Professional","Bachelor","Widowed",2,36811.07,29276.21,"1693.0 GBP","2023-06-03","07:38:20",169.42,"M007","Purchase","Melbourne","Mobile",-37.0201,144.9646,"nielsentina@yahoo.com","False",46,0
"8534",1898,1591,20,"Female","Student","High School","Married",2,87693.96,53955.71,"£ 1532.71","2023-10-05","16/56/45",72.03,"M007","Transfer","Melbourne","Mobile",-31.840233,145.612793,"cgeorge@outlook.com","False",41,0
"8535",13937,1593,23,"Male","Student","High School","Married",0,39367.57,20187.36,"1105.73 GBP","2023-11-01","18:40:13",78.86,"M007","Purchase","Perth","mob",-37.0201,144.9646,"christina17@yahoo.com","False",51,0
"8536",282,1175,43,"Female","Professional","Master","Single",2,37663.72,19438.49,"2292.36 GBP","2023-07-14","13:10:56",41.84,"M005","Withdrawal","Darwin","Mobile",-37.0201,144.9646,"tracyrubio@outlook.com","False",38,1
"8537",258,2445,36,"Female","Student","High School","Single",2,62446.05,45993.76,"£ 1952.91","2023-11-19","17:55:47",70.74,"M007","Transfer","Adelaide","android",-20.917574,142.702789,"garrett68@outlook.com","False",89,0
"8538",11116,1912,42,"Male","Unemployed","Bachelor","Married",1,55070.51,43004.72,"£ 530.73","2023-12-02","23:59:59",302.66,"M004","Purchase","Brisbane","Desktop",-37.0201,144.9646,"alexandra02@yahoo.com","False",86,0
"8539",17786,1445,31,"Male","Student","Master","Married",1,42482.93,27013.344,"AU$ 4043.14","2023-08-24","06:27:02 PM",889.496,"M007","Transfer","Hobart","Mobile",-37.0201,144.9646,"cesar73@securemail.com","True",26,0
"8540",4943,1620,40,"Male","Professional","Bachelor","Married",2,25500.39,17203.63,"£ 864.17","2023-08-13","19:20:50",498.33,"M001","Transfer","Adelaide","Mobile",-31.840233,145.612793,"jonescindy@gmail.com","True",81,0
"8541",2822,3057,48,"Female","Student","Bachelor","Married",3,141605.5,61432.4,"£ 5798.68","2023-12-03","02:06:15",2081.66,"M004","Purchase","Brisbane","Desktop",-31.840233,145.612793,"brownshawn@gmail.com","True",63,1
"8542",14721,2236,40,"Male","Student","Bachelor","Single",2,63608.4,47262.94,"AU$ 11356.91","2023-05-25","09/03/26",269.524,"M003","Purchase","Hobart","Desktop",-31.840233,145.612793,"john08@tempmail.com","False",94,0
"8543",11531,2530,-1,"Female","Student","Master","Single",1,77463.23,32852.87,"3616.24 GBP","2023-12-21","01:55:17",205.95,"M006","Transfer","Darwin","Tablet",-37.0201,144.9646,"lopezbarbara@yahoo.com","True",103,1
"8544",3525,169,30,"Female","Professional","High School","Married",2,77621.25,39681.17,"4453.75 GBP","2023-06-06","23:59:59",958.83,"M007","Purchase","Sydney","Desktop",-20.917574,142.702789,"joshua32@tempmail.com","True",82,0
"8545",12755,4248,38,"Male","Unemployed","Master","Married",1,81964.97,46629.7,"£ 965.67","2023-12-04","14:08:08",379.33,"M004","Purchase","Brisbane","iphone 15",-25.042261,117.793221,"xcox@outlook.com","False",75,0
"8546",6971,313,-1,"Male","Professional","High School","Married",2,48093.7,33750.45,"£ 3201.11","2023-11-21","00:30:25",66.97,"M005","Purchase","Perth","Mobile",-31.840233,145.612793,"adammorris@yahoo.com","True",75,1
"8547",14889,3593,39,"Female","Student","Bachelor","Married",3,57077.77,31286.908,"1195.71 AUD","2023-09-28","16:02:28",46.648,"M003","Payment","Sydney","iphone 15",-31.840233,145.612793,"rushcourtney@yahoo.com","False",27,0
"8548",13521,4494,32,"Female","Student","PhD","Single",3,49481.39,31871.33,"£ 651.55","2023-10-19","04:32:50",102.16,"M002","Withdrawal","Sydney","Mobile",-20.917574,142.702789,"ireese@gmail.com","False",83,1
"8549",5223,3376,32,"Female","Professional","High School","Single",0,30752.3,12445.11,"£ 1761.69","2023-12-22","01:22:36 PM",51.4,"M006","Payment","Darwin","Mobile",-37.0201,144.9646,"alexbush@gmail.com","True",105,0
"8550",2285,2796,33,"Female","Student","Bachelor","Married",4,39471.66,17515.88,"77.83 GBP","2023-04-23","07:43:31",116.25,"M003","Purchase","Hobart","Desktop",-31.840233,145.612793,"deanjay@yahoo.com","False",56,0
"8551",6063,3761,38,"Male","Student","Bachelor","Married",4,77265.35,55686.4,"3816.2 GBP","2023-10-18","00:00:00",223.58,"M003","Withdrawal","Brisbane","Desktop",-20.917574,142.702789,"matthew46@yahoo.com","False",3,1
"8552",8078,4432,37,"Female","Professional","Bachelor","Single",4,109214.93,42933.77,"£ 1792.65","2023-11-08","18:45:50",56.38,"M005","Purchase","Melbourne","Mobile",-20.917574,142.702789,"melindalong@securemail.com","False",47,0
"8553",4654,748,50,"Female","Professional","PhD","Married",1,58404.64,40164.43,"£ 1889.78","2023-02-19","05:53:14",53.24,"M008","Purchase","Perth","Mobile",-25.042261,117.793221,"louis44@gmail.com","True",41,1
"8554",5000,338,35,"Female","Student","High School","Married",1,32824.89,21394.61,"£ 1661.05","2023-07-12","19/33/21",53.69,"M006","Purchase","Perth","Mobile",-25.042261,117.793221,"craig98@yahoo.com","False",27,0
"8555",6710,1201,31,"Female","Student","PhD","Married",0,54457.33,40710.53,"£ 1742.52","2023-09-29","12:09:18",169.79,"M004","Withdrawal","Hobart","Mobile",-20.917574,142.702789,"howardmontgomery@securemail.com","False",61,1
"8556",17695,2931,50,"Female","Retired","High School","Single",4,56018.19,17430.568,"AU$ 5365.67","2023-11-11","05:21:09",1495.948,"M002","Purchase","Brisbane","Desktop",-37.0201,144.9646,"william45@gmail.com","False",54,1
"8557",8676,4556,18,"Other","Student","High School","Married",0,65880.62,23675.51,"£ 2282.32","2023-10-28","02:29:46",71.78,"M006","Payment","Canberra","Mobile",-30.000233,136.209152,"eknight@gmail.com","True",57,1
"8558",10403,4590,-1,"Female","Professional","PhD","Single",2,70635.71,46750.39,"£ 7024.72","2023-07-22","03:46:36",897.85,"M006","Purchase","Adelaide","Mobile",-31.840233,145.612793,"emilybrown@gmail.com","False",110,1
"8559",5416,841,35,"Female","Professional","Bachelor","Married",2,29247.81,11926.13,"£ 749.63","2023-12-22","11/15/52",7.35,"M001","Purchase","Canberra","android",-20.917574,142.702789,"cmcdaniel@gmail.com","False",92,0
"8560",475,426,50,"Female","Professional","Master","Married",2,43771.2,16770.27,"£ 3467.75","2023-09-01","07:27:44",285.91,"M006","Transfer","Melbourne","Desktop",-20.917574,142.702789,"trevor02@tempmail.com","True",64,0
"8561",2555,517,27,"Female","Professional","Bachelor","Married",1,84965.02,35832.8,"£ 2984.54","2023-12-29","06:28:57 PM",299.59,"M008","Purchase","Sydney","Mobile",-20.917574,142.702789,"robert87@gmail.com","True",19,0
"8562",8087,2088,47,"Female","Student","Bachelor","Married",3,14066.67,10779.09,"429.03 GBP","2023-11-14","12:04:03",21.76,"M002","Purchase","Hobart","Mobile",-37.0201,144.9646,"zleonard@outlook.com","False",103,0
"8563",7,3510,31,"Male","Unemployed","Master","Married",1,47035.59,37460.86,"2760.29 GBP","2023-06-09","14:01:24",196.41,"M007","Transfer","Canberra","Mobile",-31.840233,145.612793,"xblevins@gmail.com","False",45,0
"8564",11849,2663,-1,"Other","Professional","Bachelor","Married",2,43325.71,33568.24,"303.94 GBP","2023-04-05","11/52/14",211.58,"M006","Withdrawal","Darwin","Tablet",-31.840233,145.612793,"brandonjohnson@gmail.com","False",95,1
"8565",6411,4210,25,"Male","Unemployed","Master","Married",2,109384.28,48033.15,"6192.97 GBP","2023-12-18","01/47/29",332.55,"M005","Withdrawal","Melbourne","Mobile",-31.840233,145.612793,"raymondrichards@yahoo.com","False",75,1
"8566",2551,1865,-1,"Female","Professional","Bachelor","Single",3,92661.58,52554.6,"8998.1 GBP","2023-06-24","14:27:11",1194.86,"M002","Withdrawal","Melburn","Desktop",-31.840233,145.612793,"davidsmith@gmail.com","False",41,0
"8567",13066,2110,28,"Male","Professional","High School","Single",3,124708.41,61121.3,"£ 1957.77","2023-12-22","17:14:31",69.62,"M004","Transfer","Canberra","mob",-31.840233,145.612793,"nmarsh@yahoo.com","True",48,0
"8568",12594,836,26,"Female","Professional","High School","Married",1,84635.23,45618.92,"£ 2980.98","2023-10-01","06:24:10",13.91,"M005","Purchase","Hobart","Mobile",-37.0201,144.9646,"amy02@yahoo.com","False",60,0
"8569",6852,571,35,"Male","Professional","High School","Divorced",1,51320.98,40724.78,"386.2 GBP","2023-05-22","06:39:00",4.15,"M006","Withdrawal","Canberra","Mobile",-37.0201,144.9646,"youngjeffrey@tempmail.com","True",82,1
"8570",5546,2223,-1,"Male","Professional","Bachelor","Married",2,78448.88,43414.19,"£ 439.55","2023-06-15","10:50:21 AM",288.73,"M007","Withdrawal","Hobart","android",-37.0201,144.9646,"robert96@yahoo.com","True",39,1
"8571",13489,2935,54,"Female","Unemployed","PhD","Single",4,46730.01,17524.03,"£ 1843.24","2023-08-08","14:07:15",70.15,"M007","Payment","Melburn","Desktop",-31.840233,145.612793,"bradleygary@gmail.com","False",9,0
"8572",2426,3957,43,"Male","Professional","High School","Single",1,74089.4,41383.79,"£ 2207.8","2023-12-19","09:20:23 AM",45.22,"M008","Transfer","Hobart","Desktop",-20.917574,142.702789,"alfredmarshall@gmail.com","False",97,0
"8573",6744,4189,42,"Male","Unemployed","Bachelor","Married",0,158348.19,54305.61,"312.61 GBP","2023-06-25","17:35:38",489.4,"M008","Purchase","Canberra","mob",-37.0201,144.9646,"mfox@yahoo.com","False",63,0
"8574",10006,1433,-1,"Female","Student","Bachelor","Single",1,56919.52,22753.15,"£ 7991.47","2023-06-04","08:23:36",207.57,"M005","Transfer","Sydney","Desktop",-37.0201,144.9646,"kennethclark@disposable.com","False",88,0
"8575",16511,4527,27,"Other","Professional","Master","Single",2,62102.95,46538.128,"5292.9 AUD","2023-11-09","19:46:29",12.312,"M008","Purchase","Adelaide","smartphone",-31.840233,145.612793,"pnelson@gmail.com","False",26,0
"8576",15014,3625,32,"Male","Student","Bachelor","Single",1,65913.46,52519.188,"6488.53 AUD","2023-11-07","18:26:00",200.924,"M004","Purchase","Hobart","Mobile",-37.0201,144.9646,"rossthomas@gmail.com","False",2,0
"8577",4869,1497,34,"Other","Professional","Bachelor","Married",1,49609,37663.11,"£ 1571.0","2023-03-16","19:06:42",109.27,"M006","Withdrawal","Brisbane","Mobile",-25.042261,117.793221,"fryemelissa@gmail.com","False",75,1
"8578",2274,3513,35,"Female","Professional","Master","Single",1,75825.62,54401.32,"2511.81 GBP","2023-05-31","02:56:59",22.11,"M004","Purchase","MLB","Mobile",-25.042261,117.793221,"smithmarc@tempmail.com","False",10,0
"8579",9203,4041,32,"Female","Professional","Bachelor","Single",0,26292.53,7928.76,"367.86 GBP","2023-01-28","03:35:02",421.24,"M004","Payment","Sydney","Tablet",-37.0201,144.9646,"waltersmelanie@gmail.com","False",91,1
"8580",1577,4894,22,"Male","Student","PhD","Married",3,118098.24,87552.26,"£ 2525.7","2023-11-26","03:53:13",28.83,"M004","Purchase","Canberra","iphone 15",-37.0201,144.9646,"cantrellscott@tempmail.com","False",66,1
"8581",7264,1044,41,"Male","Professional","High School","Single",0,64979.65,51246.11,"£ 123.39","2023-10-28","11:42:17",274.33,"M006","Transfer","Melbourne","Mobile",-31.840233,145.612793,"daniel85@gmail.com","True",61,0
"8582",9259,3881,51,"Female","Professional","Bachelor","Single",2,135118.88,58342.56,"6349.33 GBP","2023-11-30","07:29:22",415.91,"M008","Payment","Melbourne","Mobile",-20.917574,142.702789,"dianeanthony@securemail.com","False",52,0
"8583",10183,462,33,"Female","Student","High School","Single",4,127411.49,76032.15,"£ 5952.0","2023-01-21","01:52:05",182.16,"M005","Payment","Hobart","Mobile",-31.840233,145.612793,"ttapia@tempmail.com","False",35,1
"8584",3970,669,-1,"Female","Retired","High School","Single",3,99233.15,73645.01,"£ 3047.56","2023-09-19","09:26:53",168.3,"M006","Purchase","Adelaide","Mobile",-37.0201,144.9646,"brownpaul@yahoo.com","False",9,0
"8585",13565,3376,32,"Female","Professional","High School","Single",0,30752.3,12445.11,"1761.69 GBP","2023-11-19","15:40:38",36.56,"M008","Purchase","Melbourne","Desktop",-37.0201,144.9646,"alexbush@gmail.com","True",105,0
"8586",5879,924,-1,"Female","Professional","High School","Married",3,49916,28888.03,"3591.41 GBP","2023-04-05","16/07/31",67.17,"M008","Purchase","Sydney","Mobile",-25.042261,117.793221,"kathleen08@outlook.com","True",10,0
"8587",16826,4698,43,"Male","Professional","Bachelor","Divorced",4,41405.49,28024.052,"2331.49 AUD","2023-08-20","01:19:01",78.308,"M007","Purchase","Adelaide","Mobile",-37.0201,144.9646,"bakernathan@tempmail.com","False",89,1
"8588",12734,3835,24,"Male","Student","High School","Married",4,68723.29,43705.44,"£ 1713.11","2023-07-23","12/10/49",180.77,"M008","Purchase","Adelaide","galaxys7",-20.917574,142.702789,"danielwalker@tempmail.com","False",96,0
"8589",17700,1867,19,"Male","Professional","Master","Married",3,54426.08,30685.116,"AU$ 1708.65","2023-02-25","12:28:25",821.064,"M007","Purchase","Melbourne","Desktop",-37.0201,144.9646,"ryan27@outlook.com","False",7,0
"8590",7193,3674,28,"Female","Professional","High School","Married",3,72309.37,47495.9,"£ 468.67","2023-10-02","06:34:28 PM",264.35,"M008","Withdrawal","Melbourne","Desktop",-25.042261,117.793221,"hbrady@gmail.com","False",84,0
"8591",3867,2848,-1,"Male","Professional","High School","Married",1,91922.39,31664.66,"£ 781.12","2023-01-25","02:22:26 PM",471.36,"M001","Purchase","Canberra","Desktop",-20.917574,142.702789,"wellsfrank@gmail.com","True",100,0
"8592",17775,1305,42,"Female","Professional","High School","Married",0,35274.15,27883.448,"AU$ 1396.33","2023-11-05","09:58:59",1376.508,"M005","Purchase","brisbane","Mobile",-20.917574,142.702789,"maria43@gmail.com","False",16,0
"8593",6823,4646,18,"Male","Student","High School","Married",2,89541.49,49761.3,"£ 3535.07","2023-11-24","14/47/20",40.95,"M001","Transfer","Perth","Mobile",NA,NA,"paynejody@outlook.com","False",5,0
"8594",11240,1591,20,"Female","Student","High School","Married",2,87693.96,53955.71,"£ 1532.71","2023-08-27","17:35:56",98.44,"M006","Purchase","Darwin","Mobile",-31.840233,145.612793,"cgeorge@outlook.com","False",41,0
"8595",7548,343,26,"Female","Retired","Bachelor","Single",3,62001.01,33040.56,"19.02 GBP","2023-04-18","16:40:24",194.1,"M002","Purchase","Brisbane","Tablet",-20.917574,142.702789,"zsanchez@outlook.com","False",106,0
"8596",781,2766,-1,"Female","Student","Bachelor","Married",3,38187.31,24248.94,"£ 3038.64","2023-08-26","15:33:28",179.46,"M005","Purchase","Sydney","Mobile",-37.0201,144.9646,"muellertim@yahoo.com","True",74,0
"8597",14939,1428,36,"Male","Student","Bachelor","Married",0,59211.32,34115.172,"AU$ 347.74","2023-12-24","09:20:34",118.772,"M006","Purchase","Sydney","Desktop",-20.917574,142.702789,"tiffany20@yahoo.com","False",49,0
"8598",10867,1016,44,"Female","Student","Bachelor","Married",2,42899.82,27818.76,"£ 237.75","2023-07-23","00:00:00",44.3,"M005","Purchase","Darwin","Desktop",-37.0201,144.9646,"tim67@yahoo.com","False",27,1
"8599",1749,1929,36,"Female","Retired","High School","Married",0,92295.42,36418,"628.66 GBP","2023-02-02","08:04:29",413.8,"M002","Purchase","Canberra","Mobile",-31.840233,145.612793,"dennis82@outlook.com","True",102,0
"8600",17008,4835,18,"Male","Professional","Bachelor","Married",3,122533.56,47113.368,"AU$ 11158.42","2023-08-10","17:48:54",228.504,"M003","Purchase","Canberra","Desktop",-30.000233,136.209152,"nathanking@gmail.com","True",78,0
"8601",14548,2179,41,"Female","Retired","High School","Married",4,107908.66,85578.77,"£ 10950.36","2023-05-13","20:29:00",258.47,"M006","Withdrawal","Brisbane","Mobile",-25.042261,117.793221,"ipace@tempmail.com","False",7,1
"8602",10983,2110,28,"Male","Professional","High School","Single",3,124708.41,61121.3,"1957.77 GBP","2023-10-27","18:21:38",92.02,"M008","Purchase","Perth","Mobile",-31.840233,145.612793,"nmarsh@yahoo.com","True",48,0
"8603",6519,2793,48,"Female","Professional","Master","Married",3,42316.6,29135.11,"1513.69 GBP","2023-09-06","02:40:27 AM",437.98,"M001","Purchase","Melburn","iphone 15",-37.0201,144.9646,"zgomez@yahoo.com","True",87,0
"8604",5774,1208,-1,"Male","Student","Bachelor","Married",3,36085.47,17142.22,"£ 1541.38","2023-12-30","20/21/34",205.54,"M005","Payment","Brisbane","Mobile",-31.840233,145.612793,"julieduncan@yahoo.com","False",34,0
"8605",14549,4418,-1,"Female","Professional","Bachelor","Single",1,37967.02,16299.74,"636.38 GBP","2023-11-04","19/57/02",121.72,"M005","Purchase","Darwin","Mobile",-37.0201,144.9646,"jessicaburnett@gmail.com","True",65,0
"8606",13171,903,38,"Female","Unemployed","Bachelor","Single",4,36257.29,21583.89,"£ 2927.02","2023-09-02","13:22:32",367,"M008","Purchase","Brisbane","Desktop",-20.917574,142.702789,"mirandatracy@gmail.com","False",70,0
"8607",14189,2393,-1,"Other","Student","PhD","Married",3,125722.27,42837.17,"£ 5632.52","2023-06-16","09:40:10",436.52,"M005","Withdrawal","Adelaide","Mobile",-20.917574,142.702789,"mrussell@gmail.com","False",107,1
"8608",9283,2797,-1,"Male","Professional","Bachelor","Single",1,117489.3,93221.07,"£ 6371.18","2023-09-12","20:50:31",253,"M006","Purchase","Sydney","Tablet",-31.840233,145.612793,"amymcintyre@securemail.com","True",82,0
"8609",14718,2605,27,"Male","Retired","PhD","Single",2,74137.36,54008.26,"10020.61 AUD","2023-05-02","11:56:54",149.404,"M007","Purchase","Brisbane","Desktop",-31.840233,145.612793,"jamie13@gmail.com","False",46,0
"8610",9369,2603,39,"Female","Student","High School","Single",1,137089.92,62067.51,"£ 9268.57","2023-07-29","06:51:41",72.01,"M005","Payment","Canberra","Mobile",-20.917574,142.702789,"charlesjoseph@disposable.com","False",55,0
"8611",17531,3733,34,"Male","Professional","High School","Single",0,38368.6,24905.928,"AU$ 668.56","2023-03-25","19:23:24",13.576,"M005","Purchase","Sydney","Desktop",-30.000233,136.209152,"zphillips@gmail.com","False",112,0
